Series Name,Series Code,Country Name,Country Code,1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
"Population, total",SP.POP.TOTL,Early-demographic dividend,EAR,2273692181,2321284245,2369042441,2416119734,2462704115,2509431470,2556335424,2601917557,2647109296,2693184997,2738846905,2784726644,2830531957,2875943965,2921563644,2967104472,3013476947,3058869436,3103677284,3146800078,3190318707,3233033717,3274060446,3314245247,3355014793,3396051187,3432026092,3470644834,3511607650,3552278604
"Population, total",SP.POP.TOTL,East Asia & Pacific,EAS,1941185229,1964830092,1988067577,2010443502,2030912462,2050149617,2068682053,2086144389,2102761941,2118747885,2134573057,2150688938,2167046538,2183472438,2199148703,2214613815,2230826576,2249081393,2267072102,2284385542,2300844269,2317076058,2333475520,2347576325,2359762190,2369420882,2375117716,2379617118,2384441485,2388319494
"Population, total",SP.POP.TOTL,East Asia & Pacific (excluding high income),EAP,1716602413,1738632397,1760512371,1781546477,1800932833,1819011507,1836260943,1852659155,1868409996,1883675167,1898853723,1914002124,1929185103,1944305887,1959017463,1973602166,1989106668,2006566431,2023850158,2040383789,2056050896,2071486140,2087238522,2100698838,2112289891,2121866294,2128553744,2133560408,2137527754,2141122258
"Population, total",SP.POP.TOTL,East Asia & Pacific (IDA & IBRD countries),TEA,1693960469,1715764488,1737429846,1758263635,1777464322,1795374943,1812475067,1828744767,1844349334,1859450104,1874487158,1889507244,1904568042,1919570287,1934167856,1948643347,1964036970,1981382735,1998548872,2014960984,2030504270,2045816761,2061449949,2074796982,2086281644,2095759417,2102350702,2107261123,2111139152,2114653077
"Population, total",SP.POP.TOTL,Euro area,EMU,321808185,322568383,323306275,323976358,324781951,325789631,326861195,328469678,330286340,332140117,333897752,335499702,337282985,338978475,340136844,341002804,340367367,341100659,341639530,342228563,343180482,344132977,344810179,345864630,346496601,346986142,347207191,348200155,349762722,351161936
"Population, total",SP.POP.TOTL,Europe & Central Asia,ECS,859504754,861073426,862335057,863317613,864306932,865392479,866590696,868234843,870529446,873069464,875563919,878166933,880656346,884224673,887741128,890990371,893009595,896514510,899907172,903561071,907527486,911579016,915065824,918689254,921932163,923664467,924381062,924234471,924773523,928263208
"Population, total",SP.POP.TOTL,Europe & Central Asia (excluding high income),ECA,215114964,216002100,216672059,217104725,217579952,218486598,219435056,220400259,221399692,222413290,223360135,224417513,225016072,226524480,228250911,230106440,231988438,233875199,235905150,237999321,240083379,242224182,244308649,246400484,248576676,250351240,251867727,250514347,248721385,250281521
"Population, total",SP.POP.TOTL,Europe & Central Asia (IDA & IBRD countries),TEC,437796116,438325526,438638046,438735255,438650260,438423541,438100368,437806951,437905932,438136036,438333196,438714358,438680283,439732746,441304973,442936599,444846366,446941101,449128604,451432428,453662073,455913002,458010325,459946883,461933206,462842288,463104389,460942269,458602212,459734030
"Population, total",SP.POP.TOTL,European Union,EUU,426210050,426905134,427547651,428120105,428825949,429339162,429909307,430924112,432512916,434193248,435789139,437263803,438796003,440270719,441388573,442088310,441414078,442069839,442425741,442920819,443793218,444676652,445321060,446329890,446910453,446870959,446227358,447202673,448897545,450228188
"Population, total",SP.POP.TOTL,Fragile and conflict affected situations,FCS,554041514,566796346,579354582,592889780,607064140,621080692,635481068,651226758,667644273,684007365,700820603,717975893,735110300,753058095,772015937,791371804,810972272,831065598,851404936,871345375,890869511,910836458,931222867,951851595,973035228,994901090,1016906998,1036390026,1057033168,1081767572
"Population, total",SP.POP.TOTL,Heavily indebted poor countries (HIPC),HPC,418830100,431006940,443196153,455939263,469076891,481984327,495197350,509679981,524773987,539803501,555358929,571454590,587432384,604007702,621337653,638796398,656783491,675397557,694622934,714769441,735429414,756895035,779389964,802020674,824649053,847743308,870930036,893906294,917304254,941413026
"Population, total",SP.POP.TOTL,High income,HIC,1222056186,1229173348,1236130405,1242897726,1249367360,1255696330,1262093741,1268559564,1275200577,1282168195,1289125857,1296891494,1305578110,1314671040,1322754052,1328657754,1334557663,1342428400,1350149879,1357496263,1366013614,1374284415,1380319892,1385103279,1389770301,1393472875,1391814501,1398001706,1408190184,1417841927
"Population, total",SP.POP.TOTL,IBRD only,IBD,3728290191,3780446473,3832391543,3884078902,3934521819,3983328255,4031080605,4077229003,4122775918,4168676771,4214082145,4258827055,4302067550,4346234014,4391389527,4436714947,4483152627,4532100585,4581958556,4630607878,4676773551,4721566970,4765773411,4806981820,4845075024,4878296727,4905212516,4928196300,4952212190,4979421568
"Population, total",SP.POP.TOTL,IDA & IBRD total,IBT,4727566480,4806199043,4884731621,4963254080,5040645749,5116723507,5192348770,5267145775,5341840046,5417128229,5492481030,5568236362,5643505923,5720065907,5797994405,5876645582,5956718993,6038958543,6120456890,6201607778,6280961830,6360153661,6440011821,6518058354,6594216452,6666470352,6732651035,6794724390,6858521511,6926222113
"Population, total",SP.POP.TOTL,IDA blend,IDB,345327214,354861820,364489851,374262946,384018319,394129957,404662385,414935066,425311302,436147454,447132945,458394453,470476526,482975881,495610570,508422508,520984443,532980174,544442648,555868551,567234056,578463670,590024074,601951913,614017319,626440308,639196319,651895919,664395892,676957651
"Population, total",SP.POP.TOTL,IDA only,IDX,653949075,670890750,687850227,704912232,722105611,739265295,756605780,774981706,793752826,812304004,831265940,851014854,870961847,890856012,910994308,931508127,952581923,973877784,994055686,1015131349,1036954223,1060123021,1084214336,1109124621,1135124109,1161733317,1188242200,1214632171,1241913429,1269842894
"Population, total",SP.POP.TOTL,IDA total,IDA,999276289,1025752570,1052340078,1079175178,1106123930,1133395252,1161268165,1189916772,1219064128,1248451458,1278398885,1309409307,1341438373,1373831893,1406604878,1439930635,1473566366,1506857958,1538498334,1570999900,1604188279,1638586691,1674238410,1711076534,1749141428,1788173625,1827438519,1866528090,1906309321,1946800545
"Population, total",SP.POP.TOTL,Late-demographic dividend,LTE,1952702058,1972254664,1991505992,2010169496,2027628907,2043581322,2058600486,2072599555,2086139068,2099412663,2112603351,2126122277,2139958608,2153941306,2167303374,2179525352,2193171336,2209319631,2225005187,2241122152,2256126712,2270841806,2285870134,2298394042,2308878047,2316152451,2320127638,2323799591,2326296729,2328628339
"Population, total",SP.POP.TOTL,Latin America & Caribbean,LCN,481309028,489235073,497097004,504952583,512730984,520272118,527572583,534691591,541643365,548455563,555120780,561751999,568345245,574908733,581388129,587752505,594086829,600420316,606683307,612849401,618868462,624737786,630414986,635778081,640962372,645498186,649236072,653108120,657616517,662186388
"Population, total",SP.POP.TOTL,Latin America & Caribbean (excluding high income),LAC,428268339,435299542,442282724,449283157,456223550,462953688,469463143,475799008,481977727,488032486,494006571,499910627,505793340,511659365,517459947,523147480,528822706,534503260,540118712,545661592,551075145,556440282,561957179,567711159,573311679,578091505,581884231,585648822,589889543,594158638
"Population, total",SP.POP.TOTL,Latin America & the Caribbean (IDA & IBRD countries),TLA,465939463,473775482,481555614,489346270,497065139,504556065,511809816,518881965,525787222,532556401,539188798,545805913,552399650,558968822,565454932,571822092,578171855,584524334,590809938,597023419,603091701,609017063,614776664,620274430,625467307,630051021,633862610,637837815,642397939,647003746
"Population, total",SP.POP.TOTL,Least developed countries: UN classification,LDC,593609643,609407699,625267815,641401023,657616923,673630102,689878805,707266809,725111768,742717957,760741611,779230030,797516000,816268129,835687108,855348118,875685078,896684951,918269633,940284138,962508256,985414939,1008993468,1033110314,1058013514,1083636132,1109175268,1134585604,1160824674,1187777591
"Population, total",SP.POP.TOTL,Low & middle income,LMY,4434718175,4511311531,4587799929,4664177477,4739595823,4814250279,4888551481,4961926647,5034824498,5108183576,5181562375,5255157355,5328158709,5402245137,5477389130,5553257507,5630227189,5709148191,5787391504,5865202078,5941222744,6017111688,6093971714,6169658713,6243562839,6313913801,6378323939,6437946207,6498875200,6563501708
"Population, total",SP.POP.TOTL,Low income,LIC,281169146,289332496,297416997,305718387,314325970,322668237,331269527,341035328,351244442,361305645,371788197,383041001,394448347,405862712,417577386,429515596,441658754,453652889,465087882,476470767,488308267,501149314,514890519,529522043,544980983,560643073,576076618,591481496,607774703,624608098
"Population, total",SP.POP.TOTL,Lower middle income,LMC,1915943684,1957535877,1999429097,2041752501,2083995762,2126559759,2169474338,2211549617,2253206148,2295275996,2336911352,2378783316,2421545203,2464036877,2506795582,2550264612,2593815085,2637101332,2679816109,2723061855,2765011526,2806590212,2847931114,2888561818,2928617292,2968398856,3006243027,3043358377,3082002881,3120980912
"Population, total",SP.POP.TOTL,"Middle East, North Africa, Afghanistan & Pakistan",MEA,438968860,449859387,460864078,472047033,483430509,494850317,506478256,518193093,530338988,543086512,556210211,569898499,583743828,597799097,612128501,624828664,639053870,653273442,667464006,680716578,694232973,707023525,718887744,730362334,742714463,756405281,767578451,782349366,797801454,813146136
"Population, total",SP.POP.TOTL,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,412447289,422368926,432334916,442475967,452793419,462980522,473223662,483540516,494288606,505618583,517240777,529158464,540838105,552681993,565038251,577396038,589646039,601566988,613151287,624564062,635352686,645837915,656767614,668447432,680490997,692532027,704458802,716508657,729077445,741690916
"Population, total",SP.POP.TOTL,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,409972623,419780929,429628398,439699399,449944988,460058369,470225878,480465143,491133637,502381957,513920381,525752130,537343609,549090016,561349152,573609877,585763053,597586990,609074579,620390664,631082594,641470827,652312809,663878345,675805691,687728758,699536053,711465045,723911670,736401764
"Population, total",SP.POP.TOTL,Middle income,MIC,4153549029,4221979035,4290382932,4358459090,4425269853,4491582042,4557281954,4620891319,4683580056,4746877931,4809774178,4872116354,4933710362,4996382425,5059811744,5123741911,5188568435,5255495302,5322303622,5388731311,5452914477,5515962374,5579081195,5640136670,5698581856,5753270728,5802247321,5846464711,5891100497,5938893610
"Population, total",SP.POP.TOTL,North America,NAC,295639837,299064031,302623125,306069812,309502410,312909691,316051677,319046534,321812780,324806660,327822042,331013939,334183103,337404564,340465163,343447854,346242415,349116140,351870848,354755155,357583083,360527592,363217262,365666028,367908829,369670740,370404272,373018004,376954413,381464223
"Population, total",SP.POP.TOTL,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Population, total",SP.POP.TOTL,OECD members,OED,1158068699,1167149370,1176191803,1184928348,1193682861,1202226474,1211109104,1220101353,1229012217,1237896576,1246656490,1255746646,1264728255,1274711058,1283973216,1292701737,1299644689,1307733583,1315427979,1323459714,1331675197,1340142055,1348127258,1356470975,1364146219,1369310195,1371785073,1378565677,1387897706,1396877448
"Population, total",SP.POP.TOTL,Other small states,OSS,9389918,9493131,9618823,9746302,9758520,9788238,9961679,10136134,10269557,10371059,10479844,10601352,10730365,10862640,10989567,11112466,11226214,11346082,11466589,11591200,11722398,11851918,11989367,12135267,12281907,12417333,12541889,12699005,12822134,12931878
"Population, total",SP.POP.TOTL,Pacific island small states,PSS,1901782,1926342,1954642,1984859,2014289,2042274,2069097,2095273,2120592,2145505,2170029,2194265,2218230,2240739,2262456,2289399,2320899,2351924,2382931,2414338,2445989,2477794,2509999,2542009,2568656,2595522,2625493,2656049,2689224,2722467
"Population, total",SP.POP.TOTL,Post-demographic dividend,PST,995338472,1000836719,1006102041,1011086034,1015990094,1021150563,1026105872,1031302538,1036498631,1041890752,1047140108,1052866351,1059147302,1065603711,1071118156,1076208648,1079468050,1084193277,1088424167,1093025476,1097890139,1102966925,1107161559,1111377470,1114898817,1117007476,1116582773,1117394729,1121315547,1128377826
"Population, total",SP.POP.TOTL,Pre-demographic dividend,PRE,490118620,503373634,516729805,531450214,546890075,562428025,578587390,596114535,614269146,632445407,651320620,670229212,688722596,708796270,730293963,752046672,774567417,798002725,822138419,846420736,870587800,895239872,920568701,946317177,972302503,998624261,1024960313,1051201551,1078224044,1105951788
"Population, total",SP.POP.TOTL,Small states,SST,15087617,15248657,15435138,15624755,15698038,15786741,16017863,16250203,16441139,16597133,16699341,16868546,17047450,17228345,17398922,17575200,17748220,17926451,18107202,18292084,18482578,18671045,18865506,19084934,19293697,19472157,19646549,19852364,20031262,20193405
"Population, total",SP.POP.TOTL,South Asia,SAS,1123515559,1145998648,1168625898,1191405930,1214263809,1237185482,1260149056,1282584796,1304347790,1325950587,1346886384,1367187349,1386949456,1406047164,1425370200,1444967010,1464372623,1483553073,1501661991,1519839246,1537370078,1555111864,1572520427,1589164714,1605412986,1621073417,1634785356,1648009565,1662580579,1677384532
"Population, total",SP.POP.TOTL,South Asia (IDA & IBRD),TSA,1123515559,1145998648,1168625898,1191405930,1214263809,1237185482,1260149056,1282584796,1304347790,1325950587,1346886384,1367187349,1386949456,1406047164,1425370200,1444967010,1464372623,1483553073,1501661991,1519839246,1537370078,1555111864,1572520427,1589164714,1605412986,1621073417,1634785356,1648009565,1662580579,1677384532
"Population, total",SP.POP.TOTL,Sub-Saharan Africa,SSF,596382250,612553970,628853819,645803591,663257231,681125107,699588585,718662153,738316131,758653144,779665113,801269368,823564883,846656872,870347292,894666657,919528126,944970310,971232906,997961037,1025251114,1052824144,1080941647,1109997000,1139315618,1169015451,1199011925,1229208573,1259889959,1291044964
"Population, total",SP.POP.TOTL,Sub-Saharan Africa (excluding high income),SSA,538769611,553009918,567371961,582361221,597802260,613632482,630019621,646942913,664400687,682493463,701214785,720481278,740376633,761026248,782252358,804038373,826290715,849083240,872704206,896754068,921290560,946011305,971179323,997236086,1023480610,1049999318,1076774079,1103704408,1131078494,1158863843
"Population, total",SP.POP.TOTL,Sub-Saharan Africa (IDA & IBRD countries),TSS,596382250,612553970,628853819,645803591,663257231,681125107,699588585,718662153,738316131,758653144,779665113,801269368,823564883,846656872,870347292,894666657,919528126,944970310,971232906,997961037,1025251114,1052824144,1080941647,1109997000,1139315618,1169015451,1199011925,1229208573,1259889959,1291044964
"Population, total",SP.POP.TOTL,Upper middle income,UMC,2237605345,2264443158,2290953835,2316706589,2341274091,2365022283,2387807616,2409341702,2430373908,2451601935,2472862826,2493333038,2512165159,2532345548,2553016162,2573477299,2594753350,2618393970,2642487513,2665669456,2687902951,2709372162,2731150081,2751574852,2769964564,2784871872,2796004294,2803106334,2809097616,2817912698
"Population, total",SP.POP.TOTL,World,WLD,5736505517,5822614627,5908466558,5994040064,6078404337,6161884811,6245112906,6327557399,6409750441,6492769815,6575841506,6659977025,6744489399,6830513541,6916589116,7001266876,7087120034,7176929184,7265892332,7354068030,7441677465,7528879985,7614523410,7697233736,7778008621,7854748424,7920514854,7989545217,8064057930,8141808945
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated: 12/19/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Code,License Type,Indicator Name,Short definition,Long definition,Source,Topic,Dataset,Unit of measure,Periodicity,Reference period,Aggregation method,Statistical concept and methodology,Development relevance,Limitations and exceptions,Other notes,License URL
SP.POP.TOTL,CC BY-4.0,"Population, total","Total population is based on the de facto definition of population, which counts all residents regardless of legal status or citizenship. The values shown are midyear estimates.","Total population is based on the de facto definition of population, which counts all residents regardless of legal status or citizenship. The values shown are midyear estimates.","World Population Prospects, United Nations (UN), uri: https://population.un.org/wpp/, publisher: UN Population Division;
Statistical databases and publications from national statistical offices, National Statistical Offices, uri: https://unstats.un.org/home/nso_sites/, publisher: National Statistical Offices;
Eurostat: Demographic Statistics, Eurostat (ESTAT), uri: https://ec.europa.eu/eurostat/data/database?node_code=earn_ses_monthly, publisher: Eurostat;
Population and Vital Statistics Report (various years), United Nations (UN), uri: https://unstats.un.org, publisher: UN Statistics Division",Health: Population: Structure,WB_WDI,Unit,Annual,1960-2024,Sum,"Methodology: Population estimates are usually based on national population censuses, and estimates of fertility, mortality and migration.



Errors and undercounting in census occur even in high-income countries.  In developing countries errors may be substantial because of limits in the transport, communications, and other resources required to conduct and analyze a full census.



The quality and reliability of official demographic data are also affected by public trust in the government, government commitment to full and accurate enumeration, confidentiality and protection against misuse of census data, and census agencies' independence from political influence. Moreover, comparability of population indicators is limited by differences in the concepts, definitions, collection procedures, and estimation methods used by national statistical agencies and other organizations that collect the data.



The currentness of a census and the availability of complementary data from surveys or registration systems are objective ways to judge demographic data quality. Some European countries' registration systems offer complete information on population in the absence of a census.



The United Nations Statistics Division monitors the completeness of vital registration systems. Some developing countries have made progress over the last 60 years, but others still have deficiencies in civil registration systems.



International migration is the only other factor besides birth and death rates that directly determines a country's population change. Estimating migration is difficult. At any time many people are located outside their home country as tourists, workers, or refugees or for other reasons. Standards for the duration and purpose of international moves that qualify as migration vary, and estimates require information on flows into and out of countries that is difficult to collect.



One of the major data sources of this indicator is UN Population Division's World Population Prospects, which use the cohort component method to produce population estimates and projections.



Population projections, starting from a base year are projected forward using assumptions of mortality, fertility, and migration by age and sex through 2050, based on the UN Population Division's World Population Prospects database medium variant.
Statistical concept(s): Estimates of total population describe the size of total population. Population estimates are dependent on the demographic components of change that are fertility, mortality and migration. As the size of population continues to change throughout the time even within a year, a reference time in the year that the estimate refers to is needed, such as mid-year, end-year or beginning of year. The values shown are midyear estimates.","Increases in human population, whether as a result of immigration or more births than deaths, can impact natural resources and social infrastructure.  This can place pressure on a country's sustainability.  A significant growth in population will negatively impact the availability of land for agricultural production, and will aggravate demand for food, energy, water, social services, and infrastructure. On the other hand, decreasing population size - a result of fewer births than deaths, and people moving out of a country - can impact a government's commitment to maintain services and infrastructure.","Current population estimates for developing countries that lack (i) reliable recent census data, and (ii) pre- and post-census estimates for countries with census data, are provided by the United Nations Population Division and other agencies. 



The cohort component method - a standard method for estimating and projecting population - requires fertility, mortality, and net migration data, often collected from sample surveys, which can be small or limited in coverage. Population estimates are from demographic modeling and so are susceptible to biases and errors from shortcomings in both the model and the data.



Because future trends cannot be known with certainty, population projections have a wide range of uncertainty.",Relevance to gender indicator: disaggregating the population composition by gender will help a country in projecting its demand for social services on a gender basis.,https://datacatalog.worldbank.org/public-licenses#cc-by
